股票,族群,現價,AI分數,交易狀態,市場溫度,市場溫度類別,市場狀態,壓力,支撐,RR,多週期判讀,情境提醒,AI策略劇本,結構結果,日K方向,30分K方向,量價判讀,_cats,_sort,主力痕跡
3450 聯鈞,光通訊,501.0,86,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,530(30M平台) / 530(前高),499(30M平台) / 411.82(MA20),14.50,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.04x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間條件不差，若結構延續，仍有操作彈性。,"方向：觀察整理
關鍵：守住 499(30M平台) / 411.82(MA20)，突破 530(30M平台) / 530(前高)，RR 佳
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏多,放量｜RV 2.04x｜橫向整理,光通訊,3,一般整理
2441 超豐,封測,136.0,86,末升段｜等突破,🟠 偏熱盤,temp-warm,末升,140.08(保守壓力),134.5(30M平台) / 128.5(前低),2.72,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.85x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🟠 偏熱盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>趨勢仍在，但短線已開始偏熱。 空間條件不差，若結構延續，仍有操作彈性。,"方向：高檔震盪
關鍵：守住 134.5(30M平台) / 128.5(前低)，突破 140.08(保守壓力)，RR 佳
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.85x｜均線上彎,封測,1,一般整理
4952 凌通,MCU,55.8,86,多方壓縮｜等方向,🌫 等待盤,temp-cool,壓縮等待,57.47(保守壓力),54.7(30M平台) / 54.7(前低),1.52,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>量縮｜RV 0.43x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,價格先收斂，市場在等方向表態。<br>市場還在收斂，等確認後再看。 量縮壓縮味道明顯，等待方向確認即可。,"方向：多方續強
關鍵：守住 54.7(30M平台) / 54.7(前低)，突破 57.47(保守壓力)
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。 量縮等待表態。",多方壓縮,多｜強多,多｜強多,量縮｜RV 0.43x｜沿短均線攻擊,MCU,2,量縮壓縮
6274 台燿,"PCB,玻纖布",1630.0,84,末升段｜等突破,🟠 偏熱盤,temp-warm,末升,1710(30M平台),1580(30M平台) / 1580(前低),1.60,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.61x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🟠 偏熱盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>趨勢仍在，但短線已開始偏熱。,"方向：高檔震盪
關鍵：守住 1580(30M平台) / 1580(前低)，突破 1710(30M平台)
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.61x｜均線上彎,"PCB,玻纖布",1,一般整理
3264 欣銓,自選,229.5,84,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,230(大量K) / 231(前高),229(30M平台) / 228(大量K),1.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.08x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：高檔震盪
關鍵：守住 229(30M平台) / 228(大量K)，突破 230(大量K) / 231(前高)
劇本：若量能無法延續，不追高；失守支撐先控風險。 量縮等待表態。",末升段,多｜強多,多｜偏多,放量｜RV 3.08x｜均線上彎,自選,1,量縮壓縮
6239 力成,封測,340.5,84,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,342(前高) / 344(30M平台),339(30M平台) / 311(前低),1.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.90x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：高檔震盪
關鍵：守住 339(30M平台) / 311(前低)，突破 342(前高) / 344(30M平台)
劇本：若量能無法延續，不追高；失守支撐先控風險。 量縮等待表態。",末升段,多｜強多,多｜偏多,放量｜RV 2.90x｜均線上彎,封測,1,量縮壓縮
4908 前鼎,光通訊,259.5,83,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,287(30M平台) / 293.5(前高),258(30M平台) / 242.47(MA20),18.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.54x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間條件不差，若結構延續，仍有操作彈性。,"方向：觀察整理
關鍵：守住 258(30M平台) / 242.47(MA20)，突破 287(30M平台) / 293.5(前高)，RR 佳
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜強空,放量｜RV 1.54x｜沿短均線下殺,光通訊,3,一般整理
4979 華星光,"自選,光通訊",628.0,83,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,680(前高) / 688(30M平台),625(30M平台) / 624.6(MA20),17.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.74x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間條件不差，若結構延續，仍有操作彈性。,"方向：觀察整理
關鍵：守住 625(30M平台) / 624.6(MA20)，突破 680(前高) / 688(30M平台)，RR 佳
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏多,放量｜RV 1.74x｜橫向整理,"自選,光通訊",3,一般整理
1513 中興電,自選,169.0,82,多方壓縮｜等方向,🌤 觀察盤,temp-neutral,壓縮等待,170(30M平台),165(30M平台) / 160(前低),0.25,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.02x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,價格先收斂，市場在等方向表態。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：多方續強
關鍵：守住 165(30M平台) / 160(前低)，突破 170(30M平台)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。 量縮等待表態。",多方壓縮,多｜強多,多｜強多,放量｜RV 2.02x｜均線上彎,自選,2,量縮壓縮
6147 頎邦,封測,265.0,81,末升段｜等突破,🟠 偏熱盤,temp-warm,末升,273.5(30M平台),260.5(30M平台) / 237(前低),1.89,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.50x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🟠 偏熱盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>趨勢仍在，但短線已開始偏熱。,"方向：高檔震盪
關鍵：守住 260.5(30M平台) / 237(前低)，突破 273.5(30M平台)
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 1.50x｜均線上彎,封測,1,一般整理
3163 波若威,光通訊,1100.0,80,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,1220(30M平台) / 1220(前高),1073.85(MA20),4.59,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>量縮｜RV 0.62x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間條件不差，若結構延續，仍有操作彈性。,"方向：觀察整理
關鍵：守住 1073.85(MA20)，突破 1220(30M平台) / 1220(前高)，RR 佳
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏空,量縮｜RV 0.62x｜沿短均線下殺,光通訊,3,一般整理
3081 聯亞,光通訊,2885.0,80,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,3160(前高) / 3160(30M平台),2743.25(MA20),1.94,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.64x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。,"方向：觀察整理
關鍵：守住 2743.25(MA20)，突破 3160(前高) / 3160(30M平台)
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏空,放量｜RV 2.64x｜均線下彎,光通訊,3,一般整理
3443 創意,ASIC,5100.0,80,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,5310(前高) / 5350(30M平台),4988.75(MA20),1.89,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.36x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。,"方向：觀察整理
關鍵：守住 4988.75(MA20)，突破 5310(前高) / 5350(30M平台)
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏空,放量｜RV 2.36x｜沿短均線下殺,ASIC,3,一般整理
8299 群聯,"ASIC,記憶體",2480.0,80,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,2505(前高) / 2580(30M平台),2465(大量K) / 2424(MA20),1.67,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.38x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。,"方向：觀察整理
關鍵：守住 2465(大量K) / 2424(MA20)，突破 2505(前高) / 2580(30M平台)
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏多,放量｜RV 3.38x｜橫向整理,"ASIC,記憶體",3,一般整理
2301 光寶科,"AI伺服器,BBU",246.0,80,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,254.5(30M平台),238(30M平台) / 227.5(前低),1.06,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.08x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"方向：高檔震盪
關鍵：守住 238(30M平台) / 227.5(前低)，突破 254.5(30M平台)
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 3.08x｜均線上彎,"AI伺服器,BBU",1,一般整理
2408 南亞科,記憶體,312.0,80,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,313.5(大量K) / 321.5(30M平台),310.5(大量K) / 303(30M平台),1.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.87x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"方向：高檔震盪
關鍵：守住 310.5(大量K) / 303(30M平台)，突破 313.5(大量K) / 321.5(30M平台)
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 1.87x｜均線上彎,記憶體,1,一般整理
3037 欣興,PCB,1080.0,80,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,1085(30M平台) / 1085(前高),1075(大量K) / 1070(30M平台),1.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.02x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"方向：高檔震盪
關鍵：守住 1075(大量K) / 1070(30M平台)，突破 1085(30M平台) / 1085(前高)
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.02x｜均線上彎,PCB,1,一般整理
2382 廣達,AI伺服器,312.0,77,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,316.5(前高) / 319.5(30M平台),302.64(保守支撐),2.08,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>均線附近</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 5.95x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 302.64(保守支撐)，突破 316.5(前高) / 319.5(30M平台)，RR 佳
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏多,空｜偏空,放量｜RV 5.95x｜沿短均線下殺,AI伺服器,6,量縮壓縮
2344 華邦電,記憶體,155.0,72,末升段｜等突破,🟠 偏熱盤,temp-warm,末升,159.65(保守壓力),153.5(大量K) / 141(30M平台),3.10,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>量縮｜RV 0.84x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🟠 偏熱盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>趨勢仍在，但短線已開始偏熱。 空間條件不差，若結構延續，仍有操作彈性。,"方向：高檔震盪
關鍵：守住 153.5(大量K) / 141(30M平台)，突破 159.65(保守壓力)，RR 佳
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,量縮｜RV 0.84x｜沿短均線攻擊,記憶體,1,一般整理
3231 緯創,AI伺服器,145.0,70,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,147(30M平台) / 149(前高),140.93(MA20),0.49,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.75x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 140.93(MA20)，突破 147(30M平台) / 149(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏空,放量｜RV 3.75x｜沿短均線下殺,AI伺服器,3,量縮壓縮
3035 智原,ASIC,202.5,66,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,210(30M平台) / 218.5(前高),191.43(MA20),0.68,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.14x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：觀察整理
關鍵：守住 191.43(MA20)，突破 210(30M平台) / 218.5(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜強空,放量｜RV 2.14x｜沿短均線下殺,ASIC,3,一般整理
5471 松翰,MCU,55.8,65,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,57.47(保守壓力),53.8(大量K) / 52.2(前低),0.84,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.44x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"方向：高檔震盪
關鍵：守住 53.8(大量K) / 52.2(前低)，突破 57.47(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 1.44x｜沿短均線攻擊,MCU,1,一般整理
1597 直得,機器人,199.0,60,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,221(30M平台) / 221(前高),178.2(MA20),1.06,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>量縮｜RV 0.43x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"方向：觀察整理
關鍵：守住 178.2(MA20)，突破 221(30M平台) / 221(前高)
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏空,量縮｜RV 0.43x｜沿短均線下殺,機器人,3,一般整理
2049 上銀,機器人,409.0,60,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,409.5(前高) / 420.5(30M平台),395(前低) / 357.05(MA20),0.04,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.25x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：高檔震盪
關鍵：守住 395(前低) / 357.05(MA20)，突破 409.5(前高) / 420.5(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。 量縮等待表態。",末升段,多｜強多,多｜強多,放量｜RV 2.25x｜均線上彎,機器人,1,量縮壓縮
2376 技嘉,AI伺服器,332.5,58,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,336.5(前高) / 337.5(30M平台),311.25(MA20),0.19,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 4.27x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 311.25(MA20)，突破 336.5(前高) / 337.5(30M平台)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏多,放量｜RV 4.27x｜橫向整理,AI伺服器,3,量縮壓縮
4931 新盛力,BBU,207.0,56,高檔出貨｜偏保守,⚠️ 高風險盤,temp-danger,高檔出貨,220.5(30M平台) / 223.5(前高),206(30M平台) / 185.4(MA20),13.50,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.56x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,上方賣壓已明顯，爆量後若無法延續，容易轉弱。<br>風險開始升高，追價要更保守。 空間條件不差，若結構延續，仍有操作彈性。,"方向：風險偏空
關鍵：守住 206(30M平台) / 185.4(MA20)，突破 220.5(30M平台) / 223.5(前高)，RR 佳
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",高檔出貨,多｜強多,空｜偏空,放量｜RV 2.56x｜沿短均線下殺,BBU,8,高檔轉弱
8039 台虹,"PCB,玻纖布",160.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,163.5(30M平台),155(30M平台) / 149.5(前低),0.70,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.62x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 155(30M平台) / 149.5(前低)，突破 163.5(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.62x｜均線上彎,"PCB,玻纖布",1,一般整理
