股票,族群,現價,AI分數,交易狀態,市場溫度,市場溫度類別,市場狀態,壓力,支撐,RR,多週期判讀,情境提醒,AI策略劇本,結構結果,日K方向,30分K方向,量價判讀,_cats,_sort,主力痕跡
6202 盛群,MCU,52.9,76,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,53.1(30M平台) / 54.42(MA60),51.7(前低) / 51.3(30M平台),6.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.73x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 空間條件不差，若結構延續，仍有操作彈性。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 51.7(前低) / 51.3(30M平台)，突破 53.1(30M平台) / 54.42(MA60)，RR 佳
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜偏多,放量｜RV 1.73x｜橫向整理,MCU,6,量縮壓縮
2449 京元電子,封測,291.0,75,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,292(30M平台) / 296.76(MA60),288.5(前低) / 287.5(30M平台),2.50,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.29x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 空間條件不差，若結構延續，仍有操作彈性。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 288.5(前低) / 287.5(30M平台)，突破 292(30M平台) / 296.76(MA60)，RR 佳
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜偏空,放量｜RV 3.29x｜均線下彎,封測,6,量縮壓縮
3265 台星科,封測,175.5,75,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,177(30M平台) / 180(前高),172(30M平台) / 172(前低),2.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.21x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 172(30M平台) / 172(前低)，突破 177(30M平台) / 180(前高)，RR 佳
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜偏多,放量｜RV 3.21x｜橫向整理,封測,6,量縮壓縮
3661 世芯-KY,ASIC,4250.0,75,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,4285(前高),4170(30M平台) / 4170(前低),2.29,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.66x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 4170(30M平台) / 4170(前低)，突破 4285(前高)，RR 佳
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜偏多,放量｜RV 3.66x｜沿短均線攻擊,ASIC,6,量縮壓縮
6919 康霈,"自選題材,自選",91.3,75,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,92.6(30M平台) / 96(前高),88.56(保守支撐),2.11,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.13x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 88.56(保守支撐)，突破 92.6(30M平台) / 96(前高)，RR 佳
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜強空,空｜強空,放量｜RV 3.13x｜沿短均線下殺,"自選題材,自選",6,量縮壓縮
3443 創意,ASIC,4310.0,73,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,4340(大量K) / 4385(30M平台),4255(30M平台) / 4255(前低),1.83,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.38x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 4255(30M平台) / 4255(前低)，突破 4340(大量K) / 4385(30M平台)
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜偏空,放量｜RV 2.38x｜橫向整理,ASIC,6,量縮壓縮
3035 智原,ASIC,186.0,73,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,192(前高),176(30M平台) / 176(前低),1.67,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.11x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 176(30M平台) / 176(前低)，突破 192(前高)
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜偏多,放量｜RV 3.11x｜橫向整理,ASIC,6,量縮壓縮
3081 聯亞,光通訊,2490.0,73,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,2510(30M平台) / 2655(前高),2460(30M平台),1.50,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.98x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 2460(30M平台)，突破 2510(30M平台) / 2655(前高)
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜偏空,放量｜RV 2.98x｜均線下彎,光通訊,6,量縮壓縮
8299 群聯,記憶體,2360.0,71,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,2450(前高),2250(30M平台) / 2250(前低),1.22,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.38x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 2250(30M平台) / 2250(前低)，突破 2450(前高)
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜偏多,放量｜RV 2.38x｜橫向整理,記憶體,6,量縮壓縮
8039 台虹,PCB載板材料,133.5,71,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,134.48(MA60) / 140.5(前高),132.5(大量K) / 130.5(前低),1.02,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.42x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 132.5(大量K) / 130.5(前低)，突破 134.48(MA60) / 140.5(前高)
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜偏多,放量｜RV 2.42x｜橫向整理,PCB載板材料,6,量縮壓縮
2367 燿華,"PCB載板材料,自選",63.9,71,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,反彈,67.48(MA60),60.5(前低) / 60.5(30M平台),0.95,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.23x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,屬於修復性反彈，重點看壓力能否消化。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"方向：觀察整理
關鍵：守住 60.5(前低) / 60.5(30M平台)，突破 67.48(MA60)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",空方反彈,空｜偏空,多｜強多,放量｜RV 2.23x｜沿短均線攻擊,"PCB載板材料,自選",5,一般整理
1513 中興電,"重電電力設備,自選",169.5,70,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,170.5(前高),167.5(30M平台) / 163(MA20),0.50,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.26x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 167.5(30M平台) / 163(MA20)，突破 170.5(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏多,放量｜RV 2.26x｜橫向整理,"重電電力設備,自選",3,量縮壓縮
3231 緯創,AI伺服器,165.5,70,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,166.5(30M平台) / 171(前高),163.5(前低) / 163(30M平台),0.50,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.91x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 163.5(前低) / 163(30M平台)，突破 166.5(30M平台) / 171(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏多,放量｜RV 2.91x｜橫向整理,AI伺服器,3,量縮壓縮
3706 神達,AI伺服器,91.8,70,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,92.4(前高),87.3(30M平台) / 87.3(前低),0.13,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.65x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 87.3(30M平台) / 87.3(前低)，突破 92.4(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏多,放量｜RV 2.65x｜沿短均線攻擊,AI伺服器,3,量縮壓縮
2383 台光電,PCB載板材料,5065.0,68,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,5216.95(保守壓力),4911(MA20) / 4770(30M平台),0.99,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 4.57x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"方向：高檔震盪
關鍵：守住 4911(MA20) / 4770(30M平台)，突破 5216.95(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 4.57x｜沿短均線攻擊,PCB載板材料,1,一般整理
2359 所羅門,"機器人,自選",144.5,66,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,148.84(保守壓力),138.28(MA20) / 131.5(30M平台),0.70,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.39x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：觀察整理
關鍵：守住 138.28(MA20) / 131.5(30M平台)，突破 148.84(保守壓力)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏多,放量｜RV 3.39x｜橫向整理,"機器人,自選",3,一般整理
2421 建準,散熱液冷,160.0,66,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,161.5(前高) / 162(30M平台),157(前低) / 156(MA20),0.50,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.16x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：觀察整理
關鍵：守住 157(前低) / 156(MA20)，突破 161.5(前高) / 162(30M平台)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏多,放量｜RV 2.16x｜橫向整理,散熱液冷,3,一般整理
3260 威剛,記憶體,421.0,63,主跌空｜偏保守,⚠️ 高風險盤,temp-danger,主跌,421.5(前高),403(前低) / 402.5(30M平台),36.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>均線附近</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.38x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,空方主導，反彈先看壓力。<br>風險開始升高，追價要更保守。 空間條件不差，若結構延續，仍有操作彈性。,"方向：風險偏空
關鍵：守住 403(前低) / 402.5(30M平台)，突破 421.5(前高)，RR 佳
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",主跌空,空｜偏多,空｜偏多,放量｜RV 2.38x｜沿短均線攻擊,記憶體,10,一般整理
5471 松翰,MCU,49.7,63,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,49.9(30M平台) / 51.2(前高),48(30M平台) / 48(前低),8.50,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>量縮｜RV 0.88x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 空間條件不差，若結構延續，仍有操作彈性。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 48(30M平台) / 48(前低)，突破 49.9(30M平台) / 51.2(前高)，RR 佳
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏多,空｜偏多,量縮｜RV 0.88x｜沿短均線攻擊,MCU,6,量縮壓縮
4979 華星光,"光通訊,自選",560.0,63,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,反彈,596(前高),537(30M平台) / 537(前低),0.64,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.59x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,屬於修復性反彈，重點看壓力能否消化。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 537(30M平台) / 537(前低)，突破 596(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",空方反彈,空｜偏空,多｜偏多,放量｜RV 2.59x｜橫向整理,"光通訊,自選",5,量縮壓縮
8046 南電,PCB載板材料,914.0,62,主升多｜空間緊,🌫 等待盤,temp-cool,主升,941.42(保守壓力),864.25(MA20) / 831(前低),0.55,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>量縮｜RV 0.16x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,買盤仍在承接，但追價空間已開始變珍貴。<br>市場還在收斂，等確認後再看。 空間偏緊，較像要先等確認的盤。 雖然結構偏強，但這個位置先不要把它當成好追價點。,"方向：多方續強
關鍵：守住 864.25(MA20) / 831(前低)，突破 941.42(保守壓力)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。",主升多,多｜強多,多｜強多,量縮｜RV 0.16x｜沿短均線攻擊,PCB載板材料,0,一般整理
2401 凌陽,MCU,26.5,61,主跌空｜偏保守,⚠️ 高風險盤,temp-danger,主跌,26.6(30M平台) / 27.45(前高),25.25(前低) / 25.15(30M平台),12.50,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.34x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,空方主導，反彈先看壓力。<br>風險開始升高，追價要更保守。 空間條件不差，若結構延續，仍有操作彈性。,"方向：風險偏空
關鍵：守住 25.25(前低) / 25.15(30M平台)，突破 26.6(30M平台) / 27.45(前高)，RR 佳
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",主跌空,空｜偏多,空｜偏多,放量｜RV 2.34x｜沿短均線攻擊,MCU,10,一般整理
4958 臻鼎-KY,PCB載板材料,545.0,61,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,561.35(保守壓力),512(30M平台) / 504(前低),0.50,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.72x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 512(30M平台) / 504(前低)，突破 561.35(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 3.72x｜沿短均線攻擊,PCB載板材料,1,短線轉強
2308 台達電,重電電力設備,2415.0,61,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,2435(30M平台),2255(30M平台) / 2255(前低),0.12,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.98x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 2255(30M平台) / 2255(前低)，突破 2435(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 3.98x｜均線上彎,重電電力設備,1,短線轉強
6669 緯穎,AI伺服器,5300.0,59,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,5330(30M平台) / 5660(前高),5275(30M平台) / 5275(前低),0.83,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 4.56x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 5275(30M平台) / 5275(前低)，突破 5330(30M平台) / 5660(前高)，RR 偏緊
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏多,空｜強空,放量｜RV 4.56x｜均線下彎,AI伺服器,6,量縮壓縮
4952 凌通,MCU,49.05,58,主跌空｜偏保守,⚠️ 高風險盤,temp-danger,主跌,49.4(前高),46(30M平台) / 46(前低),8.71,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.61x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>⚠️ 高風險盤</span></div>,空方主導，反彈先看壓力。<br>風險開始升高，追價要更保守。 空間條件不差，若結構延續，仍有操作彈性。,"方向：風險偏空
關鍵：守住 46(30M平台) / 46(前低)，突破 49.4(前高)，RR 佳
劇本：盤面風險升高，先保守；反彈若不過壓力仍偏弱；跌破支撐風險會再升高。",主跌空,空｜偏空,空｜偏多,放量｜RV 1.61x｜沿短均線攻擊,MCU,10,一般整理
