股票,族群,現價,AI分數,交易狀態,市場溫度,市場溫度類別,市場狀態,壓力,支撐,RR,多週期判讀,情境提醒,AI策略劇本,結構結果,日K方向,30分K方向,量價判讀,_cats,_sort,主力痕跡
3037 欣興,PCB載板材料,1050.0,82,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,1055(前高) / 1090(30M平台),1045(30M平台) / 1040(大量K),1.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.39x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 1045(30M平台) / 1040(大量K)，突破 1055(前高) / 1090(30M平台)
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏多,放量｜RV 3.39x｜橫向整理,PCB載板材料,3,量縮壓縮
4571 鈞興-KY,機器人,217.5,82,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,222(30M平台) / 222(前高),212(前低) / 210.6(MA20),0.82,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.78x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 212(前低) / 210.6(MA20)，突破 222(30M平台) / 222(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜偏多,空｜偏空,放量｜RV 2.78x｜橫向整理,機器人,3,量縮壓縮
1513 中興電,"重電電力設備,自選",168.5,82,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,170.5(30M平台),166(30M平台) / 165.5(前低),0.80,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.53x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 166(30M平台) / 165.5(前低)，突破 170.5(30M平台)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏多,放量｜RV 2.53x｜橫向整理,"重電電力設備,自選",3,量縮壓縮
2421 建準,散熱液冷,165.0,82,多方壓縮｜等方向,🌤 觀察盤,temp-neutral,壓縮等待,165.5(30M平台),159(30M平台) / 156.5(前低),0.08,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.49x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,價格先收斂，市場在等方向表態。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：多方續強
關鍵：守住 159(30M平台) / 156.5(前低)，突破 165.5(30M平台)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。 量縮等待表態。",多方壓縮,多｜強多,多｜強多,放量｜RV 2.49x｜沿短均線攻擊,散熱液冷,2,量縮壓縮
8054 安國,"自選題材,自選",102.0,77,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,103(30M平台) / 103.13(MA60),98.94(保守支撐),3.06,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.48x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 空間條件不差，若結構延續，仍有操作彈性。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 98.94(保守支撐)，突破 103(30M平台) / 103.13(MA60)，RR 佳
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜強空,放量｜RV 2.48x｜均線下彎,"自選題材,自選",6,量縮壓縮
2368 金像電,PCB載板材料,1325.0,75,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,1330(30M平台),1315(30M平台) / 1305(前低),2.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.17x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 1315(30M平台) / 1305(前低)，突破 1330(30M平台)，RR 佳
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜偏多,放量｜RV 3.17x｜橫向整理,PCB載板材料,6,量縮壓縮
3363 上詮,光通訊,809.0,75,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,815(前高) / 819(30M平台),797(前低) / 797(30M平台),2.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.44x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 797(前低) / 797(30M平台)，突破 815(前高) / 819(30M平台)，RR 佳
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏多,空｜偏空,放量｜RV 3.44x｜均線下彎,光通訊,6,量縮壓縮
8046 南電,PCB載板材料,905.0,71,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,反彈,922(30M平台),879.85(MA20) / 848(前低),1.48,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.58x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,屬於修復性反彈，重點看壓力能否消化。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"方向：觀察整理
關鍵：守住 879.85(MA20) / 848(前低)，突破 922(30M平台)
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",空方反彈,空｜強多,多｜強多,放量｜RV 2.58x｜均線上彎,PCB載板材料,5,一般整理
4979 華星光,"光通訊,自選",650.0,71,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,反彈,667(30M平台),626.6(MA20) / 622(30M平台),1.38,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.87x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,屬於修復性反彈，重點看壓力能否消化。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"方向：觀察整理
關鍵：守住 626.6(MA20) / 622(30M平台)，突破 667(30M平台)
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",空方反彈,空｜強多,多｜偏多,放量｜RV 2.87x｜均線上彎,"光通訊,自選",5,一般整理
2308 台達電,重電電力設備,2420.0,70,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,2445(前高) / 2450(大量K),2390(前低) / 2204(MA20),0.83,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.75x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 2390(前低) / 2204(MA20)，突破 2445(前高) / 2450(大量K)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏空,放量｜RV 3.75x｜沿短均線下殺,重電電力設備,3,量縮壓縮
6781 AES-KY,BBU,1200.0,70,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,1205(30M平台),1190.75(MA20) / 1185(大量K),0.54,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 4.78x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 1190.75(MA20) / 1185(大量K)，突破 1205(30M平台)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏多,放量｜RV 4.78x｜沿短均線攻擊,BBU,3,量縮壓縮
5469 瀚宇博,PCB載板材料,86.0,70,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,86.1(30M平台),85.1(30M平台) / 84(前低),0.11,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.18x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 85.1(30M平台) / 84(前低)，突破 86.1(30M平台)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜強多,放量｜RV 3.18x｜橫向整理,PCB載板材料,3,量縮壓縮
5351 鈺創,記憶體,89.7,68,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,92.7(30M平台),86.1(30M平台) / 82.6(前低),0.83,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.02x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"方向：高檔震盪
關鍵：守住 86.1(30M平台) / 82.6(前低)，突破 92.7(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.02x｜沿短均線攻擊,記憶體,1,一般整理
3661 世芯-KY,ASIC,4855.0,62,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,5000.65(保守壓力),4716.5(MA20) / 4415(30M平台),1.05,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>量縮｜RV 0.25x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"方向：高檔震盪
關鍵：守住 4716.5(MA20) / 4415(30M平台)，突破 5000.65(保守壓力)
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,量縮｜RV 0.25x｜沿短均線攻擊,ASIC,1,一般整理
2359 所羅門,"機器人,自選",150.5,60,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,155.02(保守壓力),143(30M平台) / 137(前低),0.60,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.97x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：高檔震盪
關鍵：守住 143(30M平台) / 137(前低)，突破 155.02(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。 量縮等待表態。",末升段,多｜強多,多｜強多,放量｜RV 1.97x｜沿短均線攻擊,"機器人,自選",1,量縮壓縮
3711 日月光投控,封測,601.0,58,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,615(30M平台) / 627(前高),553.65(MA20),0.30,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.08x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 553.65(MA20)，突破 615(30M平台) / 627(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜強空,放量｜RV 3.08x｜沿短均線下殺,封測,3,量縮壓縮
2049 上銀,機器人,387.5,58,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,389(前高) / 394.5(30M平台),368.3(MA20),0.08,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.17x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 368.3(MA20)，突破 389(前高) / 394.5(30M平台)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜強空,放量｜RV 2.17x｜均線下彎,機器人,3,量縮壓縮
3035 智原,ASIC,211.0,57,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,211.5(30M平台),207(前低) / 206(30M平台),0.12,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.55x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：高檔震盪
關鍵：守住 207(前低) / 206(30M平台)，突破 211.5(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。 量縮等待表態。",末升段,多｜強多,多｜強多,放量｜RV 1.55x｜均線上彎,ASIC,1,量縮壓縮
2492 華新科,"自選題材,自選",416.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,433(30M平台),394(30M平台) / 390(前低),0.77,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.24x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 394(30M平台) / 390(前低)，突破 433(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 3.24x｜均線上彎,"自選題材,自選",1,一般整理
2344 華邦電,記憶體,168.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,173.5(30M平台),158(30M平台) / 144(前低),0.55,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.56x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 158(30M平台) / 144(前低)，突破 173.5(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.56x｜均線上彎,記憶體,1,一般整理
3189 景碩,PCB載板材料,774.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,797.22(保守壓力),729(30M平台) / 681(前低),0.52,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 4.48x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 729(30M平台) / 681(前低)，突破 797.22(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 4.48x｜沿短均線攻擊,PCB載板材料,1,一般整理
2454 聯發科,ASIC,4555.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,4570(大量K) / 4590(30M平台),4515(大量K) / 4310(30M平台),0.38,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.74x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 4515(大量K) / 4310(30M平台)，突破 4570(大量K) / 4590(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.74x｜沿短均線攻擊,ASIC,1,一般整理
4919 新唐,MCU,208.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,214.24(保守壓力),191.5(30M平台) / 188.5(前低),0.38,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.52x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 191.5(30M平台) / 188.5(前低)，突破 214.24(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 3.52x｜沿短均線攻擊,MCU,1,一般整理
3231 緯創,AI伺服器,174.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,179.22(保守壓力),158.5(30M平台) / 144.5(前低),0.34,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.29x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 158.5(30M平台) / 144.5(前低)，突破 179.22(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.29x｜均線上彎,AI伺服器,1,一般整理
2382 廣達,AI伺服器,372.5,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,383.68(保守壓力),339(30M平台) / 324.27(MA20),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.55x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 339(30M平台) / 324.27(MA20)，突破 383.68(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.55x｜沿短均線攻擊,AI伺服器,1,一般整理
4562 穎漢,機器人,45.55,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,46.92(保守壓力),41.4(30M平台) / 40.3(前低),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.79x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 41.4(30M平台) / 40.3(前低)，突破 46.92(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.79x｜均線上彎,機器人,1,一般整理
5309 系統電,重電電力設備,75.9,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,78.18(保守壓力),68.8(30M平台) / 67.1(前低),0.32,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.35x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 68.8(30M平台) / 67.1(前低)，突破 78.18(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.35x｜均線上彎,重電電力設備,1,一般整理
