股票,族群,現價,AI分數,交易狀態,市場溫度,市場溫度類別,市場狀態,壓力,支撐,RR,多週期判讀,情境提醒,AI策略劇本,結構結果,日K方向,30分K方向,量價判讀,_cats,_sort,主力痕跡
2401 凌陽,MCU,29.45,83,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,30.75(前高) / 30.75(30M平台),29.35(30M平台) / 25.63(MA20),13.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.63x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間條件不差，若結構延續，仍有操作彈性。,"方向：觀察整理
關鍵：守住 29.35(30M平台) / 25.63(MA20)，突破 30.75(前高) / 30.75(30M平台)，RR 佳
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏空,放量｜RV 1.63x｜沿短均線下殺,MCU,3,一般整理
5443 均豪,"自選,機器人",132.0,83,主升多｜空間緊,🌤 觀察盤,temp-neutral,初升,135.96(保守壓力),127(大量K) / 124.5(MA20),0.79,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.61x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,資金開始集中，整理後仍有續攻味道。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 雖然結構偏強，但這個位置先不要把它當成好追價點。,"方向：多方續強
關鍵：守住 127(大量K) / 124.5(MA20)，突破 135.96(保守壓力)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。",主升多,多｜強多,多｜強多,放量｜RV 1.61x｜沿短均線攻擊,"自選,機器人",0,一般整理
6919 康霈,自選,108.0,83,主升多｜空間緊,🌤 觀察盤,temp-neutral,初升,110.3(MA60),103.5(30M平台) / 101.5(前低),0.51,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.60x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,資金開始集中，整理後仍有續攻味道。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 雖然結構偏強，但這個位置先不要把它當成好追價點。,"方向：多方續強
關鍵：守住 103.5(30M平台) / 101.5(前低)，突破 110.3(MA60)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。",主升多,多｜偏多,多｜強多,放量｜RV 1.60x｜沿短均線攻擊,自選,0,一般整理
3706 神達,AI伺服器,88.5,82,多方壓縮｜等方向,🌤 觀察盤,temp-neutral,壓縮等待,88.8(30M平台),87.8(30M平台) / 83.56(MA20),0.43,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.59x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,價格先收斂，市場在等方向表態。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：多方續強
關鍵：守住 87.8(30M平台) / 83.56(MA20)，突破 88.8(30M平台)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。 量縮等待表態。",多方壓縮,多｜強多,多｜強多,放量｜RV 2.59x｜沿短均線攻擊,AI伺服器,2,量縮壓縮
3231 緯創,AI伺服器,149.0,82,多方壓縮｜等方向,🌤 觀察盤,temp-neutral,壓縮等待,150(30M平台),144.5(30M平台) / 140.53(MA20),0.22,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.64x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,價格先收斂，市場在等方向表態。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：多方續強
關鍵：守住 144.5(30M平台) / 140.53(MA20)，突破 150(30M平台)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。 量縮等待表態。",多方壓縮,多｜強多,多｜強多,放量｜RV 3.64x｜沿短均線攻擊,AI伺服器,2,量縮壓縮
3443 創意,ASIC,5310.0,80,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,5510(30M平台),5120(30M平台) / 5065(前低),1.05,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.23x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"方向：高檔震盪
關鍵：守住 5120(30M平台) / 5065(前低)，突破 5510(30M平台)
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.23x｜均線上彎,ASIC,1,一般整理
6213 聯茂,玻纖布,267.0,75,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,反彈,271.5(30M平台),262(30M平台) / 246.5(前低),1.11,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.40x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,屬於修復性反彈，重點看壓力能否消化。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 262(30M平台) / 246.5(前低)，突破 271.5(30M平台)
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",空方反彈,空｜偏多,多｜強多,放量｜RV 2.40x｜均線上彎,玻纖布,5,量縮壓縮
3260 威剛,記憶體,407.5,71,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,417.5(前高) / 418.5(30M平台),395.27(保守支撐),1.22,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.08x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 395.27(保守支撐)，突破 417.5(前高) / 418.5(30M平台)
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏多,空｜強空,放量｜RV 2.08x｜沿短均線下殺,記憶體,6,量縮壓縮
3035 智原,ASIC,218.5,68,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,225.5(30M平台),211(30M平台) / 208(前低),0.93,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.95x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"方向：高檔震盪
關鍵：守住 211(30M平台) / 208(前低)，突破 225.5(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 1.95x｜均線上彎,ASIC,1,一般整理
4958 臻鼎-KY,PCB,529.0,68,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,541(30M平台),516(30M平台) / 469.5(前低),0.92,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.99x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"方向：高檔震盪
關鍵：守住 516(30M平台) / 469.5(前低)，突破 541(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 1.99x｜均線上彎,PCB,1,一般整理
5469 瀚宇博,PCB,83.5,65,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,反彈,84.1(30M平台) / 86.23(MA60),83.08(MA20) / 82.8(30M平台),0.70,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>均線附近</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.88x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,屬於修復性反彈，重點看壓力能否消化。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 83.08(MA20) / 82.8(30M平台)，突破 84.1(30M平台) / 86.23(MA60)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",空方反彈,空｜偏多,多｜偏多,放量｜RV 1.88x｜均線上彎,PCB,5,量縮壓縮
2382 廣達,AI伺服器,316.5,65,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,反彈,323(30M平台),316(30M平台) / 308(前低),0.08,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>均線附近</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 5.93x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,屬於修復性反彈，重點看壓力能否消化。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 316(30M平台) / 308(前低)，突破 323(30M平台)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",空方反彈,空｜偏多,多｜強多,放量｜RV 5.93x｜均線上彎,AI伺服器,5,量縮壓縮
3211 順達,BBU,426.5,62,主升多｜空間緊,🌫 等待盤,temp-cool,主升,439.3(保守壓力),388(30M平台) / 375.82(MA20),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>量縮｜RV 0.16x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,買盤仍在承接，但追價空間已開始變珍貴。<br>市場還在收斂，等確認後再看。 空間偏緊，較像要先等確認的盤。 雖然結構偏強，但這個位置先不要把它當成好追價點。,"方向：多方續強
關鍵：守住 388(30M平台) / 375.82(MA20)，突破 439.3(保守壓力)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。",主升多,多｜強多,多｜強多,量縮｜RV 0.16x｜均線上彎,BBU,0,一般整理
3163 波若威,光通訊,1210.0,61,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,1240(30M平台),1145(30M平台) / 1063.35(MA20),0.46,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.41x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 1145(30M平台) / 1063.35(MA20)，突破 1240(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.41x｜均線上彎,光通訊,1,短線轉強
8299 群聯,"ASIC,記憶體",2480.0,61,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,2505(30M平台),2425(30M平台) / 2365(MA20),0.45,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.68x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 2425(30M平台) / 2365(MA20)，突破 2505(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.68x｜沿短均線攻擊,"ASIC,記憶體",1,短線轉強
3037 欣興,PCB,990.0,61,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,999(30M平台),969(30M平台) / 905(前低),0.43,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.45x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 969(30M平台) / 905(前低)，突破 999(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.45x｜均線上彎,PCB,1,短線轉強
4979 華星光,"自選,光通訊",655.0,60,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,674.65(保守壓力),629(30M平台) / 614.55(MA20),0.76,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 4.16x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：高檔震盪
關鍵：守住 629(30M平台) / 614.55(MA20)，突破 674.65(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。 量縮等待表態。",末升段,多｜強多,多｜強多,放量｜RV 4.16x｜沿短均線攻擊,"自選,光通訊",1,量縮壓縮
2049 上銀,機器人,395.0,60,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,398.5(30M平台),375.5(30M平台) / 373.5(前低),0.18,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.53x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：高檔震盪
關鍵：守住 375.5(30M平台) / 373.5(前低)，突破 398.5(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。 量縮等待表態。",末升段,多｜強多,多｜強多,放量｜RV 2.53x｜沿短均線攻擊,機器人,1,量縮壓縮
3017 奇鋐,AI伺服器,2575.0,59,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,反彈,2630(30M平台),2540(30M平台) / 2495(前低),0.64,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.23x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,屬於修復性反彈，重點看壓力能否消化。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：觀察整理
關鍵：守住 2540(30M平台) / 2495(前低)，突破 2630(30M平台)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",空方反彈,空｜偏多,多｜強多,放量｜RV 2.23x｜均線上彎,AI伺服器,5,一般整理
2344 華邦電,記憶體,128.5,58,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,129.5(30M平台),121.5(30M平台) / 114(前低),0.14,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.76x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 121.5(30M平台) / 114(前低)，突破 129.5(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 1.76x｜均線上彎,記憶體,1,短線轉強
2376 技嘉,AI伺服器,336.5,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,346.6(保守壓力),322.5(30M平台) / 316.5(前低),0.72,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.90x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 322.5(30M平台) / 316.5(前低)，突破 346.6(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.90x｜沿短均線攻擊,AI伺服器,1,一般整理
2368 金像電,PCB,1425.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,1450(30M平台),1368.75(MA20) / 1330(30M平台),0.44,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.02x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 1368.75(MA20) / 1330(30M平台)，突破 1450(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 3.02x｜均線上彎,PCB,1,一般整理
6526 達發,ASIC,750.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,761(30M平台),720(30M平台) / 704(前低),0.37,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.60x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 720(30M平台) / 704(前低)，突破 761(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 3.60x｜均線上彎,ASIC,1,一般整理
2301 光寶科,"AI伺服器,BBU",227.5,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,234.33(保守壓力),207(30M平台) / 204.5(前低),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.36x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 207(30M平台) / 204.5(前低)，突破 234.33(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.36x｜均線上彎,"AI伺服器,BBU",1,一般整理
2356 英業達,AI伺服器,65.4,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,67.36(保守壓力),59.5(30M平台) / 54.1(前低),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 6.04x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 59.5(30M平台) / 54.1(前低)，突破 67.36(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 6.04x｜均線上彎,AI伺服器,1,一般整理
2383 台光電,玻纖布,5505.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,5670.15(保守壓力),5000(30M平台) / 4756.25(MA20),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.76x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 5000(30M平台) / 4756.25(MA20)，突破 5670.15(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.76x｜均線上彎,玻纖布,1,一般整理
2492 華新科,自選,321.5,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,331.14(保守壓力),292.5(30M平台) / 266(前低),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.45x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 292.5(30M平台) / 266(前低)，突破 331.14(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.45x｜均線上彎,自選,1,一般整理
