股票,族群,現價,AI分數,交易狀態,市場溫度,市場溫度類別,市場狀態,壓力,支撐,RR,多週期判讀,情境提醒,AI策略劇本,結構結果,日K方向,30分K方向,量價判讀,_cats,_sort,主力痕跡
2449 京元電子,封測,338.5,86,主升多｜空間緊,🌤 觀察盤,temp-neutral,初升,345(30M平台),314(30M平台) / 306.73(MA20),0.27,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.61x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,資金開始集中，整理後仍有續攻味道。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 雖然結構偏強，但這個位置先不要把它當成好追價點。,"方向：多方續強
關鍵：守住 314(30M平台) / 306.73(MA20)，突破 345(30M平台)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。",主升多,多｜強多,多｜強多,放量｜RV 3.61x｜均線上彎,封測,0,一般整理
2337 旺宏,"自選,記憶體",160.5,86,主升多｜空間緊,🌤 觀察盤,temp-neutral,初升,161(30M平台),157.28(MA20) / 152.5(30M平台),0.16,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.56x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,資金開始集中，整理後仍有續攻味道。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 雖然結構偏強，但這個位置先不要把它當成好追價點。,"方向：多方續強
關鍵：守住 157.28(MA20) / 152.5(30M平台)，突破 161(30M平台)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。",主升多,多｜強多,多｜強多,放量｜RV 2.56x｜均線上彎,"自選,記憶體",0,一般整理
2363 矽統,ASIC,67.6,84,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,69.2(30M平台) / 69.2(前高),66.7(前低) / 66.6(30M平台),1.78,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.16x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 66.7(前低) / 66.6(30M平台)，突破 69.2(30M平台) / 69.2(前高)
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏空,放量｜RV 2.16x｜沿短均線下殺,ASIC,3,量縮壓縮
4958 臻鼎-KY,PCB,540.0,84,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,556.2(保守壓力),524(30M平台) / 516(前低),1.01,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.45x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：高檔震盪
關鍵：守住 524(30M平台) / 516(前低)，突破 556.2(保守壓力)
劇本：若量能無法延續，不追高；失守支撐先控風險。 量縮等待表態。",末升段,多｜強多,多｜強多,放量｜RV 2.45x｜沿短均線攻擊,PCB,1,量縮壓縮
2383 台光電,玻纖布,5290.0,82,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,5505(30M平台) / 5505(前高),5215(30M平台) / 5005(前低),2.87,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.64x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間條件不差，若結構延續，仍有操作彈性。,"方向：觀察整理
關鍵：守住 5215(30M平台) / 5005(前低)，突破 5505(30M平台) / 5505(前高)，RR 佳
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏多,放量｜RV 2.64x｜橫向整理,玻纖布,3,一般整理
6526 達發,ASIC,696.0,82,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,750(前高) / 751(30M平台),671.55(MA20),2.21,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.70x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。,"方向：觀察整理
關鍵：守住 671.55(MA20)，突破 750(前高) / 751(30M平台)，RR 佳
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏空,放量｜RV 2.70x｜沿短均線下殺,ASIC,3,一般整理
3711 日月光投控,封測,611.0,82,末升段｜等突破,🟠 偏熱盤,temp-warm,末升,617(30M平台) / 617(前高),606(30M平台) / 561(前低),1.20,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 4.72x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🟠 偏熱盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>趨勢仍在，但短線已開始偏熱。 追價報酬效率普通，宜等更明確的突破。,"方向：高檔震盪
關鍵：守住 606(30M平台) / 561(前低)，突破 617(30M平台) / 617(前高)
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 4.72x｜均線上彎,封測,1,一般整理
2401 凌陽,MCU,30.1,82,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,30.75(前高),29.45(前低) / 28.6(30M平台),1.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.03x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 29.45(前低) / 28.6(30M平台)，突破 30.75(前高)
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜強多,放量｜RV 2.03x｜橫向整理,MCU,3,量縮壓縮
3363 上詮,光通訊,885.0,82,多方壓縮｜等方向,🌤 觀察盤,temp-neutral,壓縮等待,911.55(保守壓力),846(前低) / 842(30M平台),0.68,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.74x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,價格先收斂，市場在等方向表態。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：多方續強
關鍵：守住 846(前低) / 842(30M平台)，突破 911.55(保守壓力)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。 量縮等待表態。",多方壓縮,多｜強多,多｜強多,放量｜RV 2.74x｜沿短均線攻擊,光通訊,2,量縮壓縮
8039 台虹,"PCB,玻纖布",155.5,82,主升多｜空間緊,🌤 觀察盤,temp-neutral,主升,156(大量K),154(大量K) / 149.5(前低),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>量增｜RV 1.37x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,買盤仍在承接，但追價空間已開始變珍貴。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 雖然結構偏強，但這個位置先不要把它當成好追價點。,"方向：多方續強
關鍵：守住 154(大量K) / 149.5(前低)，突破 156(大量K)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。",主升多,多｜強多,多｜強多,量增｜RV 1.37x｜沿短均線攻擊,"PCB,玻纖布",0,短線轉強
2421 建準,AI伺服器,165.0,82,多方壓縮｜等方向,🌤 觀察盤,temp-neutral,壓縮等待,165.5(30M平台),161(30M平台) / 158.5(前低),0.12,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 5.82x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,價格先收斂，市場在等方向表態。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：多方續強
關鍵：守住 161(30M平台) / 158.5(前低)，突破 165.5(30M平台)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。 量縮等待表態。",多方壓縮,多｜強多,多｜強多,放量｜RV 5.82x｜沿短均線攻擊,AI伺服器,2,量縮壓縮
4952 凌通,MCU,55.0,79,多方壓縮｜等方向,🌤 觀察盤,temp-neutral,壓縮等待,55.5(30M平台),54(30M平台) / 53.9(前低),0.50,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.76x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,價格先收斂，市場在等方向表態。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：多方續強
關鍵：守住 54(30M平台) / 53.9(前低)，突破 55.5(30M平台)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。 量縮等待表態。",多方壓縮,多｜強多,多｜強多,放量｜RV 1.76x｜均線上彎,MCU,2,量縮壓縮
3324 雙鴻,"AI伺服器,BBU",1040.0,77,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,反彈,1071.2(保守壓力),1010(30M平台) / 1010(前低),0.96,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>均線附近</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.35x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,屬於修復性反彈，重點看壓力能否消化。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 1010(30M平台) / 1010(前低)，突破 1071.2(保守壓力)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",空方反彈,空｜偏多,多｜強多,放量｜RV 3.35x｜沿短均線攻擊,"AI伺服器,BBU",5,量縮壓縮
2368 金像電,PCB,1445.0,72,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,1465(30M平台),1420(30M平台) / 1370(MA20),0.80,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.11x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：高檔震盪
關鍵：守住 1420(30M平台) / 1370(MA20)，突破 1465(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。 量縮等待表態。",末升段,多｜強多,多｜強多,放量｜RV 3.11x｜均線上彎,PCB,1,量縮壓縮
4967 十銓,記憶體,271.0,71,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,271.5(前高) / 275.5(30M平台),270.5(前低),1.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.01x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 270.5(前低)，突破 271.5(前高) / 275.5(30M平台)
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏多,空｜偏空,放量｜RV 3.01x｜均線下彎,記憶體,6,量縮壓縮
6494 九齊,MCU,57.8,70,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,58(前高),57.2(前低) / 56.7(30M平台),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.02x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 57.2(前低) / 56.7(30M平台)，突破 58(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜強多,放量｜RV 3.02x｜均線上彎,MCU,3,量縮壓縮
2451 創見,記憶體,316.5,70,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,317(30M平台),311(30M平台) / 311(前低),0.09,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.84x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 311(30M平台) / 311(前低)，突破 317(30M平台)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏多,放量｜RV 1.84x｜橫向整理,記憶體,3,量縮壓縮
3163 波若威,光通訊,1220.0,68,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,1256.6(保守壓力),1180(30M平台) / 1145(前低),0.91,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.13x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"方向：高檔震盪
關鍵：守住 1180(30M平台) / 1145(前低)，突破 1256.6(保守壓力)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.13x｜沿短均線攻擊,光通訊,1,一般整理
3450 聯鈞,光通訊,530.0,61,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,532(大量K),525(大量K) / 489(30M平台),0.40,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.52x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 525(大量K) / 489(30M平台)，突破 532(大量K)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.52x｜沿短均線攻擊,光通訊,1,短線轉強
3264 欣銓,自選,231.0,61,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,233.5(30M平台),223.5(30M平台) / 221.5(前低),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.86x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 223.5(30M平台) / 221.5(前低)，突破 233.5(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 2.86x｜均線上彎,自選,1,短線轉強
3443 創意,ASIC,5285.0,61,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,5310(前高) / 5335(30M平台),5165(30M平台) / 5140(前低),0.21,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.61x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 5165(30M平台) / 5140(前低)，突破 5310(前高) / 5335(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 3.61x｜均線上彎,ASIC,1,短線轉強
4979 華星光,"自選,光通訊",680.0,61,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,682(30M平台),630(前低) / 630(30M平台),0.04,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.63x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"方向：高檔震盪
關鍵：守住 630(前低) / 630(30M平台)，突破 682(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜強多,放量｜RV 3.63x｜沿短均線攻擊,"自選,光通訊",1,短線轉強
2308 台達電,BBU,2350.0,60,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,2380(30M平台),2290(30M平台) / 2149(MA20),0.50,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.74x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：高檔震盪
關鍵：守住 2290(30M平台) / 2149(MA20)，突破 2380(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。 量縮等待表態。",末升段,多｜強多,多｜強多,放量｜RV 3.74x｜均線上彎,BBU,1,量縮壓縮
8150 南茂,封測,85.4,60,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,86.8(前高) / 87.5(30M平台),81.78(MA20) / 79.1(前低),0.39,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.36x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：高檔震盪
關鍵：守住 81.78(MA20) / 79.1(前低)，突破 86.8(前高) / 87.5(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。 量縮等待表態。",末升段,多｜強多,多｜偏多,放量｜RV 2.36x｜均線上彎,封測,1,量縮壓縮
2376 技嘉,AI伺服器,336.0,60,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,336.5(前高) / 337(30M平台),334(30M平台) / 322.5(前低),0.25,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 4.60x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：高檔震盪
關鍵：守住 334(30M平台) / 322.5(前低)，突破 336.5(前高) / 337(30M平台)，RR 偏緊
劇本：若量能無法延續，不追高；失守支撐先控風險。 量縮等待表態。",末升段,多｜強多,多｜強多,放量｜RV 4.60x｜沿短均線攻擊,AI伺服器,1,量縮壓縮
3260 威剛,記憶體,410.0,59,空方壓縮｜等方向,🌫 等待盤,temp-cool,空方壓縮,413(30M平台) / 417.5(前高),407.5(前低) / 407.5(30M平台),0.83,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.74x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌫 等待盤</span></div>,空方整理中，若支撐守不住，往下可能加速。<br>市場還在收斂，等確認後再看。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：盤整待變
關鍵：守住 407.5(前低) / 407.5(30M平台)，突破 413(30M平台) / 417.5(前高)，RR 偏緊
劇本：等待壓力或支撐其中一邊被確認，再決定追蹤方向。 量縮等待表態。",空方壓縮,空｜偏空,空｜偏空,放量｜RV 2.74x｜均線下彎,記憶體,6,量縮壓縮
2408 南亞科,記憶體,303.5,58,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,308(30M平台) / 310.5(前高),296(前低) / 296(30M平台),0.60,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.08x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 296(前低) / 296(30M平台)，突破 308(30M平台) / 310.5(前高)，RR 偏緊
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏空,放量｜RV 2.08x｜均線下彎,記憶體,3,量縮壓縮
