股票,族群,現價,AI分數,交易狀態,市場溫度,市場溫度類別,市場狀態,多週期判讀,情境提醒,AI策略劇本,結構結果,日K方向,30分K方向,量價判讀,_cats,_sort,主力痕跡
2301 光寶科,AI伺服器,207.0,82,多方壓縮｜等方向,🌤 觀察盤,temp-neutral,壓縮等待,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 4.33x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,價格先收斂，市場在等方向表態。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟢 續強劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開盤守住 204.5(30M平台) / 204(前低)，可先觀察續攻。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">若跌回 204.5(30M平台) / 204(前低) 下方且無法快速收復，節奏會先轉弱。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">上方先看 207.5(30M平台)；若能帶量穿越，代表攻擊延續。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">目前屬於偏積極的結構，空間偏緊，以守支撐觀察續攻為主。 空間不算漂亮，追價前要先想清楚風險。 量縮壓縮味道明顯，等待方向確認即可。</div>
</div>
",多方壓縮,多｜強多,多｜偏多,放量｜RV 4.33x｜沿短均線攻擊,AI伺服器,2,量縮壓縮
2367 燿華,"自選,PCB",66.8,82,多方壓縮｜等方向,🌤 觀察盤,temp-neutral,壓縮等待,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.45x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,價格先收斂，市場在等方向表態。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟢 續強劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開盤守住 64.1(30M平台) / 64(前低)，可先觀察續攻。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">若跌回 64.1(30M平台) / 64(前低) 下方且無法快速收復，節奏會先轉弱。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">上方先看 67.1(30M平台) / 67.81(MA60)；若能帶量穿越，代表攻擊延續。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">目前屬於偏積極的結構，空間偏緊，以守支撐觀察續攻為主。 空間不算漂亮，追價前要先想清楚風險。 量縮壓縮味道明顯，等待方向確認即可。</div>
</div>
",多方壓縮,多｜偏多,多｜強多,放量｜RV 2.45x｜均線上彎,"自選,PCB",2,量縮壓縮
8039 台虹,"PCB,玻纖布",151.0,77,主升多｜空間緊,🌤 觀察盤,temp-neutral,主升,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>量增｜RV 1.32x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,買盤仍在承接，但追價空間已開始變珍貴。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 雖然結構偏強，但這個位置先不要把它當成好追價點。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟢 續強劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開盤守住 139(30M平台) / 138.12(MA20)，可先觀察續攻。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">若跌回 139(30M平台) / 138.12(MA20) 下方且無法快速收復，節奏會先轉弱。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">上方先看 151.5(30M平台)；若能帶量穿越，代表攻擊延續。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">目前屬於偏積極的結構，空間偏緊，以守支撐觀察續攻為主。 空間不算漂亮，追價前要先想清楚風險。</div>
</div>
",主升多,多｜強多,多｜強多,量增｜RV 1.32x｜沿短均線攻擊,"PCB,玻纖布",0,一般整理
6213 聯茂,玻纖布,262.0,77,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,反彈,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.41x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,屬於修復性反彈，重點看壓力能否消化。<br>目前較適合觀察確認。 空間條件不差，若結構延續，仍有操作彈性。,"
<div class=""script-wrap"">
  <div class=""script-core"">🌤 觀察劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">先看 246.5(30M平台) / 236.5(前低) 是否守穩，若快速收回，較像整理或洗盤。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">若連 246.5(30M平台) / 236.5(前低) 都守不住，反彈容易失真。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">上方先看 266.5(30M平台) 是否被消化。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">這一段重點不在追價，而在看賣壓有沒有真正降下來。</div>
</div>
",空方反彈,空｜偏多,多｜強多,放量｜RV 2.41x｜均線上彎,玻纖布,5,一般整理
6669 緯穎,AI伺服器,5525.0,72,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.63x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">5345(30M平台) / 5076.5(MA20) 一旦失守，容易進入較明顯的修正。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">5690.75(保守壓力) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。 空間不算漂亮，追價前要先想清楚風險。 量縮壓縮味道明顯，等待方向確認即可。</div>
</div>
",末升段,多｜強多,多｜強多,放量｜RV 3.63x｜沿短均線攻擊,AI伺服器,1,量縮壓縮
4979 華星光,"自選,光通訊",630.0,64,末升段｜等突破,🌤 觀察盤,temp-neutral,末升,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>量縮｜RV 0.89x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">612(MA20) / 585(30M平台) 一旦失守，容易進入較明顯的修正。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">648.9(保守壓力) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。</div>
</div>
",末升段,多｜偏多,多｜強多,量縮｜RV 0.89x｜沿短均線攻擊,"自選,光通訊",1,一般整理
3260 威剛,記憶體,417.5,63,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,反彈,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.14x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,屬於修復性反彈，重點看壓力能否消化。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"
<div class=""script-wrap"">
  <div class=""script-core"">🌤 觀察劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">先看 413(30M平台) / 405.5(前低) 是否守穩，若快速收回，較像整理或洗盤。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">若連 413(30M平台) / 405.5(前低) 都守不住，反彈容易失真。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">上方先看 425(30M平台) 是否被消化。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">這一段重點不在追價，而在看賣壓有沒有真正降下來。 空間不算漂亮，追價前要先想清楚風險。 量縮壓縮味道明顯，等待方向確認即可。</div>
</div>
",空方反彈,空｜偏多,多｜偏多,放量｜RV 2.14x｜均線上彎,記憶體,5,量縮壓縮
6919 康霈,自選,104.0,63,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,反彈,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.83x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,屬於修復性反彈，重點看壓力能否消化。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"
<div class=""script-wrap"">
  <div class=""script-core"">🌤 觀察劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">先看 101(前低) / 100.86(MA20) 是否守穩，若快速收回，較像整理或洗盤。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">若連 101(前低) / 100.86(MA20) 都守不住，反彈容易失真。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">上方先看 111.23(MA60) 是否被消化。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">這一段重點不在追價，而在看賣壓有沒有真正降下來。 空間不算漂亮，追價前要先想清楚風險。 量縮壓縮味道明顯，等待方向確認即可。</div>
</div>
",空方反彈,空｜偏多,多｜強多,放量｜RV 2.83x｜橫向整理,自選,5,量縮壓縮
2363 矽統,ASIC,66.7,61,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.49x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">62.8(30M平台) / 60.1(前低) 一旦失守，容易進入較明顯的修正。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">68.2(30M平台) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。 空間不算漂亮，追價前要先想清楚風險。</div>
</div>
",末升段,多｜強多,多｜強多,放量｜RV 2.49x｜均線上彎,ASIC,1,短線轉強
3037 欣興,PCB,970.0,61,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.67x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">905(30M平台) / 859.4(MA20) 一旦失守，容易進入較明顯的修正。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">985(30M平台) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。 空間不算漂亮，追價前要先想清楚風險。</div>
</div>
",末升段,多｜強多,多｜強多,放量｜RV 2.67x｜均線上彎,PCB,1,短線轉強
2376 技嘉,AI伺服器,322.5,60,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.68x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">316.5(30M平台) / 303.23(MA20) 一旦失守，容易進入較明顯的修正。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">323(30M平台) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。 空間不算漂亮，追價前要先想清楚風險。 量縮壓縮味道明顯，等待方向確認即可。</div>
</div>
",末升段,多｜強多,多｜強多,放量｜RV 2.68x｜沿短均線攻擊,AI伺服器,1,量縮壓縮
3450 聯鈞,光通訊,459.5,60,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.91x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">440(30M平台) / 413.5(前低) 一旦失守，容易進入較明顯的修正。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">460(30M平台) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。 空間不算漂亮，追價前要先想清楚風險。 量縮壓縮味道明顯，等待方向確認即可。</div>
</div>
",末升段,多｜強多,多｜強多,放量｜RV 2.91x｜沿短均線攻擊,光通訊,1,量縮壓縮
3661 世芯-KY,ASIC,4895.0,60,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.00x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">4790(30M平台) / 4600(前低) 一旦失守，容易進入較明顯的修正。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">4905(前高) / 4930(30M平台) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。 空間不算漂亮，追價前要先想清楚風險。 量縮壓縮味道明顯，等待方向確認即可。</div>
</div>
",末升段,多｜強多,多｜強多,放量｜RV 3.00x｜均線上彎,ASIC,1,量縮壓縮
8299 群聯,"ASIC,記憶體",2430.0,60,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.00x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 量縮壓縮味道明顯，等待方向確認即可。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">2335(30M平台) / 2325(MA20) 一旦失守，容易進入較明顯的修正。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">2470(30M平台) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。 空間不算漂亮，追價前要先想清楚風險。 量縮壓縮味道明顯，等待方向確認即可。</div>
</div>
",末升段,多｜偏多,多｜偏多,放量｜RV 3.00x｜均線上彎,"ASIC,記憶體",1,量縮壓縮
2383 台光電,玻纖布,5005.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.23x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">4704.75(MA20) / 4690(30M平台) 一旦失守，容易進入較明顯的修正。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">5075(30M平台) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。 空間不算漂亮，追價前要先想清楚風險。</div>
</div>
",末升段,多｜強多,多｜強多,放量｜RV 3.23x｜均線上彎,玻纖布,1,一般整理
2408 南亞科,記憶體,310.5,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.20x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">291.5(30M平台) / 275.52(MA20) 一旦失守，容易進入較明顯的修正。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">320(30M平台) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。 空間不算漂亮，追價前要先想清楚風險。</div>
</div>
",末升段,多｜強多,多｜強多,放量｜RV 2.20x｜均線上彎,記憶體,1,一般整理
2441 超豐,封測,117.0,56,末升段｜空間緊,🌤 觀察盤,temp-neutral,末升,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.06x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。,"
<div class=""script-wrap"">
  <div class=""script-core"">🟠 高檔劇本</div>
  <div class=""script-line"">
    <span class=""line-label line-green"">做法</span>
    <span class=""line-text"">若開高但量能跟不上，先視為高檔震盪，不急著追。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-red"">防守</span>
    <span class=""line-text"">106.5(30M平台) / 102.5(前低) 一旦失守，容易進入較明顯的修正。</span>
  </div>
  <div class=""script-line"">
    <span class=""line-label line-blue"">目標</span>
    <span class=""line-text"">120.51(保守壓力) 若無法快速站穩，上方就先當成壓力區。</span>
  </div>
  <div class=""script-row"">
    <span class=""tag tag-green"">明日若直接跳空過大，先不追價。</span>
  </div>
  <div class=""script-summary"">趨勢還沒壞，但短線已偏熱，追價的報酬效率開始下降。 空間不算漂亮，追價前要先想清楚風險。</div>
</div>
",末升段,多｜強多,多｜強多,放量｜RV 3.06x｜均線上彎,封測,1,一般整理
